"VCF0004","VCF0101","VCF0102","VCF0103","VCF0104","VCF0106A","VCF0110","VCF0111","VCF0112","VCF0113","VCF0114","VCF0115","VCF0116","VCF0118","VCF0127","VCF0128B","VCF0138","VCF0142","VCF0143","VCF0146","VCF0147","VCF0148","VCF0148A","VCF0149","VCF0150","VCF0151","VCF0152","VCF0154B","VCF0702","VCF0704","VCF0704A","VCF0705","VCF0706","VCF0707","VCF0708","VCF9001","VCF9002","VCF9009","VCF9013","VCF9014","VCF9015","VCF9016","VCF9017","VCF9018","VCF9026","VCF9027","VCF9028","VCF9029","VCF9030","VCF9030A","VCF9030B","VCF9030C","VCF9031","VCF9032","VCF9035","VCF9036","VCF9037","VCF9039","VCF9040","VCF9041","VCF9042","VCF9045","VCF9048","VCF9049","VCF9055"
1996,37,3,2,1,2,2,1,3,1,3,3,1,1,2,1,NA,NA,1,1,1,NA,NA,NA,10,3,304,12,1,NA,NA,NA,7,NA,NA,90,3,1,1,4,2,4,2,1,NA,NA,1,3,7,2,2,2,5,0,5,1,5,NA,NA,NA,NA,5,NA,1,55
1996,70,6,5,2,1,2,3,2,2,3,3,5,3,2,0,NA,NA,1,1,5,NA,NA,NA,50,3,220,8,2,1,1,1,1,1,1,50,5,1,1,4,4,5,4,3,NA,1,1,3,3,1,1,1,5,3,7,5,1,NA,NA,NA,NA,5,NA,1,12
1996,47,4,3,1,1,3,3,2,2,3,3,1,1,2,3,NA,NA,1,1,1,NA,NA,NA,10,3,400,10,2,2,2,2,2,2,2,19,3,5,1,2,4,2,2,4,NA,5,1,3,3,1,1,1,5,0,0,1,5,NA,NA,NA,NA,1,NA,2,12
1996,35,3,2,2,1,3,3,2,2,3,2,1,1,1,1,NA,NA,1,1,1,NA,NA,NA,10,2,221,5,1,NA,NA,NA,7,NA,NA,23,3,2,2,3,2,4,3,1,NA,1,2,1,7,2,2,2,5,0,0,1,9,NA,NA,NA,NA,3,NA,1,12
1996,55,5,4,2,1,3,3,2,2,3,1,1,1,1,3,NA,NA,1,1,1,NA,NA,NA,10,1,400,2,2,1,1,1,1,1,1,37,5,1,1,5,1,5,5,1,NA,1,2,3,3,1,1,1,1,5,7,1,1,NA,NA,NA,NA,3,NA,2,12
1996,35,3,2,1,1,3,1,2,2,3,3,1,1,1,3,NA,NA,1,1,2,NA,NA,NA,10,3,400,10,2,1,1,1,1,1,NA,6,1,2,2,2,2,4,3,3,NA,5,1,3,7,2,2,2,5,5,0,5,9,NA,NA,NA,NA,3,NA,2,81
1996,78,7,5,1,1,2,2,2,2,2,3,5,3,1,3,NA,NA,1,1,1,NA,NA,NA,50,3,400,12,2,1,1,1,1,1,NA,56,5,1,1,2,1,3,1,2,NA,1,1,1,2,1,2,1,5,0,0,1,5,NA,NA,NA,NA,5,NA,2,81
1996,42,3,3,1,1,3,1,2,2,NA,2,1,1,2,3,NA,NA,1,1,2,NA,NA,NA,10,2,400,4,2,1,1,1,1,1,NA,42,5,1,1,5,1,5,5,1,NA,1,1,1,7,2,2,2,5,0,5,1,1,NA,NA,NA,NA,5,NA,1,81
1996,37,3,3,2,1,2,1,2,2,4,3,1,1,2,7,NA,NA,1,1,2,NA,NA,NA,10,3,NA,8,2,1,1,1,1,1,NA,4,1,2,2,2,1,3,4,2,NA,1,1,1,2,1,2,1,5,0,0,5,5,NA,NA,NA,NA,5,NA,2,81
1996,73,6,5,2,1,2,1,2,2,2,3,5,3,2,3,NA,NA,5,2,5,NA,NA,NA,50,3,400,8,2,2,2,2,2,2,NA,72,1,5,1,2,1,4,4,2,NA,2,1,1,3,1,1,1,5,0,7,1,1,NA,NA,NA,NA,1,NA,2,81
1996,70,6,5,1,1,2,3,4,2,2,1,5,3,2,7,NA,NA,5,1,1,NA,NA,NA,50,1,NA,1,1,NA,NA,NA,7,NA,NA,30,3,2,1,1,5,5,1,5,NA,NA,1,1,7,2,2,2,5,0,7,1,5,NA,NA,NA,NA,1,NA,2,81
1996,65,6,4,2,1,2,3,3,1,3,3,5,3,1,1,NA,NA,1,1,1,NA,NA,NA,50,3,251,8,2,1,1,1,1,1,1,55,5,1,2,2,3,2,3,3,NA,1,1,1,7,2,2,2,5,0,7,1,1,NA,NA,NA,NA,5,NA,1,55
1996,42,3,3,1,1,2,2,1,2,NA,3,4,2,2,7,NA,NA,NA,1,1,NA,NA,NA,40,3,NA,10,2,2,2,2,2,1,2,33,5,5,1,4,2,4,4,1,NA,2,2,1,7,2,2,2,5,5,2,1,1,NA,NA,NA,NA,1,NA,1,55
1996,78,7,5,1,1,2,2,1,2,4,1,5,3,2,7,NA,NA,1,1,1,NA,NA,NA,50,1,NA,2,2,1,1,1,1,1,2,51,5,2,2,5,1,2,3,2,NA,1,2,1,7,2,2,2,5,0,7,1,5,NA,NA,NA,NA,1,NA,1,55
1996,42,3,3,1,1,2,2,1,2,2,5,2,2,1,3,NA,NA,1,2,2,NA,NA,NA,20,5,400,9,1,NA,NA,NA,7,NA,NA,3,1,5,1,2,4,1,2,4,NA,2,1,3,7,2,2,2,5,0,0,1,5,NA,NA,NA,NA,5,NA,1,82
1996,41,3,3,2,4,2,3,3,1,2,3,1,1,2,1,NA,NA,1,1,1,NA,NA,NA,10,3,292,11,2,1,1,1,1,1,1,90,2,1,1,3,4,3,2,2,NA,2,1,3,7,2,2,2,1,1,0,1,5,NA,NA,NA,NA,5,NA,1,21
1996,35,3,2,2,1,3,3,3,1,4,2,1,1,2,1,NA,NA,1,1,1,NA,NA,NA,10,2,135,5,2,1,1,1,1,2,2,28,1,2,1,4,1,4,4,1,NA,1,1,3,7,2,2,2,5,0,7,1,9,NA,NA,NA,NA,3,NA,1,21
1996,34,2,2,2,1,4,1,3,1,3,1,1,1,2,0,NA,NA,1,2,3,NA,NA,NA,10,1,279,2,2,1,1,1,1,1,1,0,1,1,1,5,3,4,3,2,NA,1,1,1,7,2,2,2,5,0,1,1,5,NA,NA,NA,NA,3,NA,2,21
1996,76,7,5,1,1,2,2,1,2,2,3,5,3,2,3,NA,NA,5,1,2,NA,NA,NA,50,3,400,10,2,2,2,2,2,NA,NA,20,4,0,2,2,4,4,3,2,NA,2,1,1,7,2,2,2,5,0,7,5,9,NA,NA,NA,NA,5,NA,2,55
1996,42,3,3,1,1,4,3,3,1,3,1,1,1,2,7,NA,NA,1,2,1,NA,NA,NA,10,1,NA,2,2,1,1,1,1,1,2,4,1,1,1,4,2,4,4,2,NA,1,1,1,1,1,1,2,5,3,5,1,9,NA,NA,NA,NA,3,NA,2,21
1996,55,5,4,2,2,3,1,3,1,2,1,1,1,2,1,NA,NA,1,2,5,NA,NA,NA,17,1,99,2,2,1,1,1,1,NA,NA,3,1,1,1,4,1,5,5,1,NA,2,2,1,7,2,2,2,5,5,7,5,1,NA,NA,NA,NA,1,NA,1,85
1996,28,2,2,2,2,3,1,3,1,1,3,1,1,2,1,NA,NA,1,2,2,NA,NA,NA,18,3,199,8,2,1,1,1,1,NA,NA,2,1,1,1,5,4,1,5,1,NA,NA,1,3,7,2,2,2,5,3,1,8,9,NA,NA,NA,NA,3,NA,1,85
1996,70,6,5,2,1,2,3,3,1,2,3,5,3,2,0,NA,NA,1,1,5,NA,NA,NA,50,3,150,7,1,NA,NA,NA,7,NA,NA,0,1,2,1,2,2,4,2,4,NA,1,1,1,7,2,2,2,5,0,7,1,5,NA,NA,NA,NA,5,NA,2,85
1996,32,2,2,1,1,3,1,2,2,1,3,1,1,2,3,NA,NA,1,2,2,NA,NA,NA,10,3,400,8,1,NA,NA,NA,7,NA,NA,31,1,2,2,2,3,4,2,2,NA,NA,1,3,7,2,2,2,5,0,1,1,9,NA,NA,NA,NA,1,NA,3,82
1996,26,2,2,1,5,3,2,1,2,3,1,1,1,2,3,NA,NA,5,2,2,NA,NA,NA,10,1,400,1,1,NA,NA,NA,7,NA,NA,0,1,2,1,3,4,3,3,3,NA,NA,8,1,7,2,2,2,5,0,3,8,9,NA,NA,NA,NA,5,NA,2,55
1996,35,3,2,1,5,2,1,3,1,3,2,1,1,2,3,NA,NA,1,1,2,NA,NA,NA,10,2,400,5,2,1,1,1,1,1,2,90,6,4,2,2,3,4,1,1,NA,2,3,3,7,2,2,2,5,0,1,1,9,NA,NA,NA,NA,5,NA,1,21
1996,65,6,4,2,1,3,2,3,1,2,6,7,4,2,1,NA,NA,5,1,3,NA,NA,NA,70,6,20,NA,1,NA,NA,NA,7,NA,NA,30,5,4,1,1,2,5,4,2,NA,5,1,1,5,1,NA,NA,5,0,7,8,5,NA,NA,NA,NA,1,NA,1,85
1996,37,3,2,2,1,2,2,3,1,3,3,4,2,2,3,NA,NA,1,1,1,NA,NA,NA,40,3,400,8,1,NA,NA,NA,7,NA,NA,20,1,5,2,1,1,1,1,2,NA,1,3,3,7,2,2,2,5,0,7,1,9,NA,NA,NA,NA,3,NA,1,85
1996,37,3,2,2,1,2,1,2,2,2,2,1,1,2,1,NA,NA,1,2,3,NA,NA,NA,10,2,40,4,1,NA,NA,NA,7,NA,NA,18,1,5,2,2,2,4,2,2,NA,1,1,8,7,2,2,2,1,0,0,8,5,NA,NA,NA,NA,3,NA,2,12
1996,44,3,3,2,1,2,2,4,2,4,2,1,1,1,7,NA,NA,1,1,1,NA,NA,NA,10,2,NA,4,2,1,1,1,1,NA,NA,13,1,2,2,2,2,2,2,2,NA,1,1,1,1,1,1,2,5,5,4,8,1,NA,NA,NA,NA,3,NA,2,81
1996,62,5,4,2,1,2,2,4,2,3,1,1,1,2,1,NA,NA,1,1,1,NA,NA,NA,10,1,161,2,2,1,1,1,1,1,NA,57,3,1,2,2,2,2,3,2,NA,1,1,1,7,2,2,2,5,5,7,1,5,NA,NA,NA,NA,5,NA,1,81
1996,27,2,2,2,1,2,2,3,1,3,6,7,4,2,7,NA,NA,1,1,1,NA,NA,NA,70,6,NA,NA,1,NA,NA,NA,7,NA,NA,5,1,1,1,2,2,2,3,1,NA,1,1,1,7,2,2,2,5,0,0,1,9,NA,NA,NA,NA,3,NA,1,21
1996,79,7,5,2,1,4,2,3,1,3,1,1,1,2,1,NA,NA,1,1,5,NA,NA,NA,15,1,135,2,2,2,2,2,2,2,2,39,3,5,4,1,4,3,1,4,NA,2,2,3,2,1,2,1,5,0,7,1,5,NA,NA,NA,NA,3,NA,2,21
1996,40,3,3,1,1,4,2,3,1,4,1,1,1,2,3,NA,NA,1,2,1,NA,NA,NA,10,1,400,1,1,NA,NA,NA,7,NA,NA,7,1,1,1,3,1,5,5,1,NA,NA,2,3,7,2,2,2,5,3,2,1,1,NA,NA,NA,NA,3,NA,2,21
1996,75,7,5,1,1,4,2,3,1,3,1,5,3,2,0,NA,NA,1,2,1,NA,NA,NA,50,1,290,1,2,1,1,1,1,1,1,10,3,4,2,3,4,2,4,2,NA,2,1,1,7,2,2,2,5,0,6,1,5,NA,NA,NA,NA,3,NA,2,21
1996,41,3,3,2,1,3,2,3,1,3,1,1,1,2,1,NA,NA,1,1,1,NA,NA,NA,10,1,135,2,2,2,2,2,2,1,2,41,1,4,2,2,3,4,2,2,NA,2,2,1,7,2,2,2,5,5,1,1,9,NA,NA,NA,NA,3,NA,2,21
1996,36,3,2,2,1,3,2,3,1,4,6,7,4,2,0,NA,NA,1,2,1,NA,NA,NA,70,6,220,NA,2,2,2,2,2,2,2,0,1,2,2,3,4,3,3,4,NA,5,2,3,7,2,2,2,5,0,4,8,9,NA,NA,NA,NA,3,NA,1,21
1996,36,3,2,2,1,4,2,3,1,4,1,1,1,2,1,NA,NA,1,1,3,NA,NA,NA,10,1,292,1,2,2,2,2,2,2,2,5,1,4,2,3,4,1,2,3,NA,2,2,1,2,1,2,1,1,0,2,1,5,NA,NA,NA,NA,5,NA,2,21
1996,57,5,4,1,1,4,2,3,1,3,3,5,3,2,1,NA,NA,1,1,1,NA,NA,NA,50,3,135,10,2,2,2,2,2,1,1,11,3,4,2,4,4,4,2,2,NA,2,1,1,7,2,2,2,5,0,5,8,5,NA,NA,NA,NA,3,NA,2,21
1996,66,6,4,1,1,4,2,3,1,4,1,1,1,2,1,NA,NA,1,1,1,NA,NA,NA,10,1,135,2,2,2,2,2,2,1,2,20,4,2,5,2,5,1,4,1,NA,2,1,1,2,1,2,1,1,1,4,1,5,NA,NA,NA,NA,1,NA,2,21
1996,37,3,2,1,1,4,2,3,1,3,2,1,1,2,1,NA,NA,1,1,2,NA,NA,NA,10,2,20,5,2,2,2,2,2,2,NA,30,4,2,2,3,2,4,3,2,NA,5,2,3,7,2,2,2,5,0,1,1,9,NA,NA,NA,NA,5,NA,1,21
1996,59,5,4,2,2,3,2,3,1,3,3,1,1,2,1,NA,NA,1,2,1,NA,NA,NA,17,3,292,8,2,1,1,1,1,1,1,15,1,1,2,5,2,5,4,1,NA,1,1,3,7,2,2,2,5,0,1,1,1,NA,NA,NA,NA,1,NA,1,21
1996,45,4,3,1,1,4,3,4,2,4,1,1,1,2,7,NA,NA,1,2,1,NA,NA,NA,10,1,NA,1,2,1,1,1,1,1,NA,4,1,1,1,5,3,4,4,2,NA,1,1,1,7,2,2,2,5,5,0,1,1,NA,NA,NA,NA,3,NA,2,81
1996,61,5,4,2,1,2,2,4,2,2,3,1,1,2,0,NA,NA,1,2,1,NA,NA,NA,18,3,229,8,1,NA,NA,NA,7,NA,NA,4,1,1,1,4,5,4,2,4,NA,NA,1,1,7,2,2,2,5,0,5,5,1,NA,NA,NA,NA,5,NA,1,65
1996,34,2,2,2,2,2,1,3,1,1,3,1,1,2,1,NA,NA,1,2,3,NA,NA,NA,10,3,199,8,1,NA,NA,NA,7,NA,NA,34,1,2,1,2,2,5,4,3,NA,NA,8,3,7,2,2,2,5,0,7,8,1,NA,NA,NA,NA,5,NA,1,21
1996,70,6,5,1,1,4,2,3,1,4,1,5,3,2,1,NA,NA,1,1,1,NA,NA,NA,50,1,120,1,2,2,2,2,2,2,2,68,2,5,5,1,5,1,2,4,NA,2,2,1,2,1,2,1,5,5,6,1,5,NA,NA,NA,NA,1,NA,2,21
1996,43,3,3,1,1,3,3,4,2,4,3,1,1,2,7,NA,NA,1,1,1,NA,NA,NA,10,3,NA,10,2,2,2,2,2,2,NA,6,2,5,1,3,4,2,2,4,NA,2,2,1,7,2,2,2,5,5,2,1,5,NA,NA,NA,NA,1,NA,2,81
1996,38,3,3,2,1,2,3,4,2,4,2,1,1,2,0,NA,NA,5,1,1,NA,NA,NA,10,2,99,5,2,2,2,2,2,2,NA,7,2,5,4,2,4,4,2,4,NA,5,2,1,7,2,2,2,5,1,0,1,5,NA,NA,NA,NA,3,NA,2,81
1996,36,3,2,2,5,2,3,4,2,1,6,7,4,2,1,NA,NA,5,2,2,NA,NA,NA,70,6,20,NA,2,2,2,2,2,2,NA,5,2,5,4,1,4,2,1,5,NA,2,1,3,7,2,2,2,5,3,7,1,5,NA,NA,NA,NA,1,NA,2,81
1996,35,3,2,1,2,2,1,3,1,1,3,1,1,2,4,NA,NA,1,2,4,NA,NA,NA,10,3,501,8,2,1,1,1,1,NA,NA,5,1,1,1,2,2,2,2,1,NA,5,1,3,7,2,2,2,5,0,1,1,1,NA,NA,NA,NA,5,NA,1,21
1996,59,5,4,1,1,3,2,3,1,4,3,5,3,2,1,NA,NA,1,1,1,NA,NA,NA,50,3,135,10,2,1,1,1,1,1,2,52,5,2,1,1,4,2,4,4,NA,2,1,1,3,1,1,1,5,1,7,1,5,NA,NA,NA,NA,3,NA,2,21
1996,52,4,3,1,1,2,2,3,1,2,3,1,1,2,1,NA,NA,1,2,3,NA,NA,NA,10,3,250,10,2,1,1,1,1,1,2,28,1,1,1,1,1,4,1,1,NA,5,1,3,7,2,2,2,5,0,2,8,9,NA,NA,NA,NA,1,NA,1,21
1996,77,7,5,1,2,3,1,3,1,1,3,5,3,2,1,NA,NA,1,2,3,NA,NA,NA,50,3,135,12,2,1,1,1,1,1,2,77,1,1,1,1,1,2,1,1,NA,NA,1,1,1,1,1,2,5,0,7,5,9,NA,NA,NA,NA,5,NA,2,21
1996,72,6,5,2,1,2,2,3,1,3,2,5,3,2,3,NA,NA,1,1,1,NA,NA,NA,50,2,400,4,2,2,2,2,2,2,2,71,4,5,3,1,5,1,1,4,NA,2,2,1,7,2,2,2,5,0,0,1,5,NA,NA,NA,NA,1,NA,2,21
1996,43,3,3,1,2,3,2,3,1,4,3,1,1,1,1,NA,NA,5,1,1,NA,NA,NA,10,3,135,11,2,1,1,1,1,1,1,43,3,2,1,1,2,2,2,2,NA,1,1,3,1,1,1,2,5,0,1,5,9,NA,NA,NA,NA,5,NA,1,21
1996,62,5,4,1,2,2,2,3,1,3,4,5,3,2,1,NA,NA,1,1,3,NA,NA,NA,50,4,135,13,2,1,1,1,1,1,1,28,4,1,5,3,1,1,3,1,NA,1,3,1,1,1,1,2,5,0,1,8,1,NA,NA,NA,NA,1,NA,1,21
1996,43,3,3,2,2,3,2,3,1,3,1,1,1,2,1,NA,NA,1,1,1,NA,NA,NA,10,1,135,1,2,1,1,1,1,1,1,24,4,1,2,4,4,4,4,2,NA,1,1,1,3,1,1,1,5,0,4,1,1,NA,NA,NA,NA,5,NA,2,21
1996,50,4,3,2,3,4,2,3,1,4,3,1,1,2,1,NA,NA,5,2,1,NA,NA,NA,10,3,250,11,2,2,2,2,2,2,2,20,1,4,2,1,4,4,2,4,NA,2,2,1,7,2,2,2,5,0,2,1,5,NA,NA,NA,NA,1,NA,1,21
1996,25,2,2,2,2,3,2,3,1,2,1,1,1,2,1,NA,NA,1,2,2,NA,NA,NA,10,1,149,1,2,1,1,1,1,1,1,6,1,2,1,5,1,5,2,1,NA,1,2,1,2,1,2,1,5,0,5,1,1,NA,NA,NA,NA,3,NA,2,21
1996,47,4,3,2,2,2,2,3,1,3,3,1,1,1,1,NA,NA,1,1,3,NA,NA,NA,10,3,148,11,2,1,1,1,1,1,1,37,1,1,1,4,1,5,5,1,NA,1,1,1,7,2,2,2,5,0,0,1,1,NA,NA,NA,NA,5,NA,1,21
1996,28,2,2,1,1,4,1,4,2,1,1,1,1,2,4,NA,NA,1,2,7,NA,NA,NA,10,1,503,1,2,1,1,1,1,1,NA,0,1,2,4,3,4,4,2,4,NA,5,1,1,7,2,2,2,5,0,4,1,5,NA,NA,NA,NA,5,NA,8,85
1996,29,2,2,2,1,4,1,4,2,3,1,1,1,2,7,NA,NA,1,2,2,NA,NA,NA,10,1,NA,3,2,1,1,1,1,NA,NA,0,1,2,2,5,4,3,5,2,NA,1,1,3,7,2,2,2,5,0,4,1,1,NA,NA,NA,NA,3,NA,2,81
1996,83,7,5,2,1,NA,2,4,2,3,1,5,3,2,3,NA,NA,1,1,5,NA,NA,NA,50,1,400,3,2,2,2,2,2,1,NA,11,3,2,2,2,4,2,3,3,NA,2,1,3,3,1,1,1,5,5,7,1,9,NA,NA,NA,NA,3,NA,2,81
1996,35,3,2,1,2,2,1,4,2,2,3,1,1,2,1,NA,NA,1,1,3,NA,NA,NA,10,3,149,12,2,1,1,1,1,2,NA,4,1,2,1,4,1,5,2,4,NA,1,1,3,7,2,2,2,5,5,5,1,1,NA,NA,NA,NA,5,NA,1,81
1996,NA,NA,NA,2,2,2,3,3,1,NA,3,6,2,2,1,NA,NA,1,1,5,NA,NA,NA,60,3,135,6,2,1,1,1,1,1,2,0,1,4,1,5,1,5,5,1,NA,2,8,3,1,1,1,2,5,0,0,1,1,NA,NA,NA,NA,5,NA,1,55
1996,57,5,4,2,1,2,2,1,2,3,2,1,1,1,1,NA,NA,1,1,1,NA,NA,NA,10,2,149,5,1,NA,NA,NA,7,NA,NA,23,4,2,5,1,5,1,5,5,NA,2,1,3,7,2,2,2,5,0,4,1,5,NA,NA,NA,NA,1,NA,2,81
1996,39,3,3,1,1,2,2,1,2,5,1,1,1,2,0,NA,NA,1,1,1,NA,NA,NA,10,1,99,1,2,1,1,1,1,1,NA,39,2,2,2,2,3,3,3,2,NA,1,1,3,1,1,1,2,5,0,0,8,9,NA,NA,NA,NA,5,NA,1,81
1996,25,2,2,1,1,4,2,1,2,3,1,1,1,2,3,NA,NA,1,2,2,NA,NA,NA,10,1,400,2,2,1,1,1,1,1,NA,2,1,1,1,5,1,4,4,1,NA,1,1,3,7,2,2,2,5,3,7,1,1,NA,NA,NA,NA,3,NA,1,81
1996,35,3,2,2,2,3,1,2,2,3,NA,8,5,2,1,NA,NA,1,2,1,NA,NA,NA,80,1,250,NA,2,1,1,1,1,1,NA,2,1,2,1,5,2,5,5,1,NA,1,2,1,7,2,2,2,5,0,7,8,1,NA,NA,NA,NA,1,NA,2,82
1996,65,6,4,2,1,2,1,2,2,3,2,1,1,2,0,NA,NA,1,1,5,NA,NA,NA,10,2,230,4,2,1,1,1,1,NA,NA,2,1,1,5,1,5,2,1,4,NA,2,2,3,7,2,2,2,5,0,7,1,5,NA,NA,NA,NA,3,NA,2,81
1996,23,1,2,1,1,4,3,3,1,4,2,1,1,2,1,NA,NA,1,2,2,NA,NA,NA,10,2,251,4,2,1,1,1,1,NA,NA,0,1,1,3,2,5,5,4,4,NA,1,1,1,7,2,2,2,5,3,2,1,5,NA,NA,NA,NA,1,NA,2,21
1996,68,6,4,2,1,2,2,2,2,1,2,5,3,2,0,NA,NA,1,1,3,NA,NA,NA,50,2,230,4,2,2,2,2,2,1,NA,34,4,2,2,2,1,2,1,2,NA,2,1,1,7,2,2,2,1,5,3,5,9,NA,NA,NA,NA,3,NA,1,82
1996,28,2,2,1,1,3,1,4,2,4,2,4,2,2,1,NA,NA,1,2,2,NA,NA,NA,40,2,199,4,2,2,2,2,2,NA,1,21,1,5,2,2,3,3,1,3,NA,2,1,1,7,2,2,2,5,5,1,1,5,NA,NA,NA,NA,3,NA,3,65
1996,41,3,3,1,1,2,1,4,2,3,3,1,1,2,1,NA,NA,1,2,1,NA,NA,NA,10,3,135,10,2,NA,NA,3,4,NA,NA,0,1,5,1,1,4,3,1,1,NA,NA,8,8,7,2,2,2,5,0,1,8,5,NA,NA,NA,NA,3,NA,2,85
1996,38,3,3,1,1,4,2,2,2,4,1,1,1,2,0,NA,NA,1,2,1,NA,NA,NA,10,1,229,2,2,2,2,2,2,2,2,0,1,4,5,1,5,3,2,1,NA,2,2,3,7,2,2,2,5,1,7,1,1,NA,NA,NA,NA,1,NA,2,55
1996,35,3,2,1,1,3,2,3,1,1,1,1,1,2,7,NA,NA,1,2,1,NA,NA,NA,10,1,NA,3,1,NA,NA,NA,7,NA,NA,25,1,2,1,2,2,2,4,1,NA,NA,1,1,7,2,2,2,5,0,2,5,1,NA,NA,NA,NA,3,NA,2,21
1996,40,3,3,2,1,4,2,1,2,4,2,1,1,1,3,NA,NA,1,1,1,NA,NA,NA,18,2,400,5,2,1,1,1,1,2,NA,26,2,2,2,1,4,2,2,2,NA,2,1,1,7,2,2,2,5,0,7,1,9,NA,NA,NA,NA,5,NA,1,85
1996,44,3,3,1,1,4,2,3,2,3,2,1,1,2,3,NA,NA,1,2,1,NA,NA,NA,10,2,400,4,2,1,1,1,1,1,NA,10,3,1,2,4,4,2,4,4,NA,2,1,3,7,2,2,2,5,1,3,1,1,NA,NA,NA,NA,3,NA,3,81
1996,52,4,3,2,1,3,2,3,2,NA,1,1,1,2,0,NA,NA,1,2,3,NA,NA,NA,10,1,110,1,1,NA,NA,NA,7,NA,NA,18,2,NA,2,2,3,4,3,3,NA,3,1,8,7,2,2,2,5,5,0,1,9,NA,NA,NA,NA,1,NA,1,81
1996,30,2,2,2,1,3,2,1,2,3,2,1,1,2,0,NA,NA,1,2,1,NA,NA,NA,17,2,230,5,2,1,1,1,1,2,2,30,1,2,1,3,2,3,3,1,NA,2,1,1,7,2,2,2,5,5,0,5,9,NA,NA,NA,NA,1,NA,1,55
1996,48,4,3,2,3,4,3,3,1,5,1,1,1,2,6,NA,NA,1,1,1,NA,NA,NA,10,1,721,1,2,1,1,1,1,2,2,3,1,2,2,4,3,4,4,2,NA,1,2,1,7,2,2,2,5,3,0,1,9,NA,NA,NA,NA,3,NA,1,21
1996,41,3,3,2,1,4,1,3,1,4,1,1,1,2,3,NA,NA,1,1,4,NA,NA,NA,10,1,400,1,2,1,1,1,1,1,1,15,2,1,2,5,1,5,5,1,NA,1,1,1,7,2,2,2,5,1,1,1,1,NA,NA,NA,NA,3,NA,2,21
1996,48,4,3,2,5,1,1,3,1,2,6,7,4,2,3,NA,NA,5,1,1,NA,NA,NA,71,3,400,6,2,1,1,1,1,1,1,13,2,1,1,2,4,2,2,3,NA,2,1,1,7,2,2,2,5,0,3,5,9,NA,NA,NA,NA,3,NA,1,21
1996,63,5,4,2,1,2,2,2,2,1,6,7,4,2,0,NA,NA,1,2,5,NA,NA,NA,70,6,110,NA,1,NA,NA,NA,7,NA,NA,0,1,2,1,2,1,3,2,1,NA,1,1,1,7,2,2,2,5,0,2,1,9,NA,NA,NA,NA,3,NA,2,85
1996,26,2,2,2,5,4,1,3,1,2,1,1,1,2,0,NA,NA,5,1,2,NA,NA,NA,10,1,30,1,1,NA,NA,NA,7,NA,NA,26,4,2,2,4,2,4,4,4,NA,1,2,1,7,2,2,2,5,0,0,1,9,NA,NA,NA,NA,3,NA,2,21
1996,67,6,4,1,5,2,1,3,1,1,3,1,1,2,3,NA,NA,5,1,1,NA,NA,NA,10,3,400,10,2,1,1,1,1,1,1,20,3,1,2,3,2,4,3,2,NA,1,1,1,7,2,2,2,5,5,7,1,9,NA,NA,NA,NA,3,NA,1,21
1996,41,3,3,2,1,3,2,3,1,5,1,4,2,2,0,NA,NA,1,1,1,NA,NA,NA,40,1,270,1,2,2,2,2,2,2,2,4,1,5,2,2,4,4,2,4,NA,2,2,1,7,2,2,2,5,3,7,1,9,NA,NA,NA,NA,1,NA,2,21
1996,46,4,3,2,1,2,1,4,2,3,3,1,1,1,3,NA,NA,1,2,3,NA,NA,NA,10,3,400,8,1,NA,NA,NA,7,NA,NA,16,3,1,1,3,2,4,1,4,NA,NA,8,1,7,2,2,2,5,0,7,5,9,NA,NA,NA,NA,3,NA,1,65
1996,42,3,3,2,2,3,1,3,1,1,2,2,2,2,2,NA,NA,1,2,3,NA,NA,NA,20,2,257,5,2,1,1,1,1,1,1,27,1,1,4,4,1,1,2,1,NA,1,1,1,7,2,2,2,1,0,7,5,1,NA,NA,NA,NA,5,NA,1,21
1996,44,3,3,2,2,2,1,3,1,1,3,2,2,2,0,NA,NA,1,2,2,NA,NA,NA,20,3,230,8,2,1,1,1,1,1,1,17,1,1,5,1,1,2,2,2,NA,NA,1,1,7,2,2,2,5,0,3,1,1,NA,NA,NA,NA,5,NA,1,21
1996,61,5,4,2,2,2,1,3,1,NA,6,7,4,2,0,NA,NA,1,2,1,NA,NA,NA,70,6,230,NA,2,1,1,1,1,1,1,37,5,1,1,5,1,2,5,2,NA,1,1,1,7,2,2,2,5,0,7,1,1,NA,NA,NA,NA,3,NA,1,21
1996,33,2,2,1,1,3,2,2,2,2,3,1,1,2,3,NA,NA,1,1,3,NA,NA,NA,10,3,400,10,2,1,1,1,1,1,1,7,2,2,1,2,5,2,4,4,NA,1,1,3,7,2,2,2,5,0,0,1,9,NA,NA,NA,NA,5,NA,2,55
1996,33,2,2,2,1,4,2,2,2,4,1,1,1,2,0,NA,NA,1,1,1,NA,NA,NA,10,1,220,3,1,NA,NA,NA,7,NA,NA,9,1,5,3,4,2,4,4,2,NA,2,2,3,7,2,2,2,5,0,0,8,1,NA,NA,NA,NA,1,NA,2,95
1996,38,3,3,2,1,4,2,2,2,4,1,1,1,2,0,NA,NA,1,1,1,NA,NA,NA,10,1,270,1,2,2,2,2,2,1,1,14,3,1,3,4,2,4,4,2,NA,2,2,3,5,1,NA,NA,1,5,0,1,1,NA,NA,NA,NA,5,NA,2,95
